id,WorldPortIndexNumber,CountryCode,Latitude,Longitude,SuppliesFuelOil,SuppliesDieselOil,Repairs
1817,52040.0,Indonesia,1.5,124.833333,Yes,Unknown,Limited
1818,53000.0,Indonesia,-2.733333,134.5,Unknown,Unknown,EmergencyOnly
1819,61245.0,Japan,43.216667,141.283333,Unknown,Unknown,Unknown
1820,61325.0,Japan,38.866667,141.6,Yes,Unknown,Limited
1821,61330.0,Japan,38.45,141.45,Unknown,Unknown,Unknown
1822,61340.0,Japan,38.4,141.316667,Yes,Unknown,Limited
1823,61355.0,Japan,36.933333,140.9,Yes,Unknown,Limited
1824,61375.0,Japan,35.583333,140.066667,Yes,Yes,Major
1825,61385.0,Japan,35.5,139.766667,Yes,Yes,Major
1826,61416.0,Japan,34.666667,137.066667,No,No,Unknown
1827,61470.0,Japan,34.85,136.95,Yes,Unknown,Limited
1828,5380.0,UnitedStates,46.883333,-89.333333,Yes,Unknown,Limited
1829,5430.0,UnitedStates,46.866667,-91.1,Unknown,Unknown,Unknown
1830,12950.0,Brazil,-23.05,-44.216667,Yes,Yes,Moderate
1831,14140.0,Chile,-53.85,-70.45,Unknown,Unknown,Unknown
1832,14510.0,Chile,-32.766667,-71.533333,Yes,No,Limited
1833,14671.0,Chile,-20.733333,-70.2,No,Unknown,Unknown
1834,14895.0,Peru,-15.25,-75.233333,No,No,EmergencyOnly
1835,28170.0,Finland,59.983333,23.433333,Yes,No,Limited
1836,28180.0,Finland,59.833333,23.566667,Unknown,Unknown,EmergencyOnly
1837,18518.0,Canada,49.266667,-124.15,Unknown,Unknown,Unknown
1838,18790.0,Canada,49.283333,-126.066667,Unknown,Yes,Unknown
1839,18600.0,Canada,48.85,-123.483333,Unknown,Yes,Limited
1840,18818.0,Canada,50.533333,-127.616667,Unknown,Yes,Unknown
1841,33210.0,UnitedKingdom,56.566667,-5.533333,Unknown,Unknown,None
1842,33250.0,UnitedKingdom,56.416667,-5.466667,Yes,Yes,Moderate
1843,33290.0,UnitedKingdom,56.083333,-5.566667,Yes,Unknown,Limited
1844,33577.0,UnitedKingdom,54.65,-5.666667,Yes,Yes,Limited
1845,34190.0,Ireland,51.65,-9.916667,Unknown,Yes,Limited
1846,34200.0,Ireland,52.633333,-9.5,Yes,Yes,Limited
1847,34850.0,UnitedKingdom,52.016667,-4.983333,Yes,Yes,Limited
1848,35800.0,France,50.066667,1.366667,Yes,Yes,Limited
1849,36360.0,France,48.583333,-3.833333,Unknown,Unknown,Limited
1850,37160.0,France,45.133333,-0.666667,Yes,Yes,Limited
1851,7100.0,UnitedStates,44.233333,-69.766667,Unknown,Unknown,Unknown
1852,7130.0,UnitedStates,43.783333,-69.9,Unknown,Yes,Limited
1853,26340.0,Sweden,62.883333,17.883333,Unknown,Unknown,Limited
1854,29455.0,Denmark,56.766667,11.866667,Yes,Yes,Limited
1855,29410.0,Denmark,55.966667,12.016667,Yes,Yes,Limited
1856,29420.0,Denmark,55.833333,12.05,Yes,Yes,None
1857,29435.0,Denmark,55.816667,11.883333,Yes,Yes,Unknown
1858,29440.0,Denmark,55.716667,11.716667,Yes,Yes,Limited
1859,29546.0,Denmark,55.2,11.266667,No,No,Limited
1860,61475.0,Japan,34.816667,137.216667,Yes,Unknown,Limited
1861,61495.0,Japan,34.6,136.566667,Unknown,Unknown,Unknown
1862,53400.0,Australia,-21.116667,149.216667,Yes,Unknown,Limited
1863,53405.0,Australia,-21.283333,149.3,No,Unknown,Unknown
1864,54210.0,Australia,-34.966667,137.766667,No,No,None
1865,54236.0,Australia,-34.433333,137.916667,No,No,None
1866,54565.0,Australia,-24.216667,113.383333,No,No,None
1867,54671.0,Australia,-13.866667,136.416667,No,Unknown,None
1868,55130.0,NewZealand,-39.483333,176.916667,Yes,Unknown,Moderate
1869,55290.0,NewZealand,-41.266667,173.266667,Yes,Yes,Limited
1870,55530.0,Fiji,-17.6,177.45,Yes,Yes,Limited
1871,56230.0,UnitedStates,20.783333,-157.0,Yes,Yes,Limited
1872,57700.0,Vietnam,20.95,107.066667,Yes,Yes,Limited
1873,57750.0,China,21.483333,109.066667,Unknown,Unknown,Limited
1874,58000.0,Philippines,18.366667,121.633333,Unknown,Yes,Limited
1875,58320.0,Philippines,13.75,121.05,Yes,Unknown,Moderate
1876,58795.0,Philippines,10.916667,124.433333,Yes,Yes,Unknown
1877,59090.0,Philippines,9.316667,123.3,Yes,Unknown,Limited
1878,59180.0,Philippines,10.666667,122.583333,Yes,Unknown,Unknown
1879,59700.0,Philippines,8.233333,124.233333,Yes,Yes,None
1880,59760.0,Philippines,8.95,125.533333,Unknown,Yes,EmergencyOnly
1881,59940.0,China,29.883333,121.55,Yes,Unknown,Moderate
1882,12630.0,Brazil,-2.9,-40.833333,Unknown,Yes,Limited
1883,60180.0,China,38.966667,117.666667,Yes,Yes,Major
1884,60376.0,SouthKorea,34.85,127.8,Yes,Yes,Moderate
1885,12420.0,Suriname,5.633333,-54.416667,Yes,Unknown,None
1886,20310.0,UnitedStates,60.816667,-161.716667,Yes,Unknown,Unknown
1887,20320.0,UnitedStates,60.2,-166.983333,Unknown,Unknown,Unknown
1888,20497.0,Canada,68.933333,-116.933333,Unknown,Unknown,Unknown
1889,4770.0,UnitedStates,41.633333,-87.416667,Unknown,Unknown,Unknown
1890,5140.0,Canada,46.916667,-84.6,Unknown,Unknown,Unknown
1891,5360.0,UnitedStates,47.466667,-88.166667,Yes,Unknown,Limited
1892,13115.0,Uruguay,-34.95,-54.7,Unknown,Unknown,Unknown
1893,13580.0,Argentina,-32.066667,-60.65,Yes,No,Limited
1894,13720.0,Argentina,-31.4,-58.033333,Yes,Yes,Unknown
1895,13730.0,Argentina,-32.216667,-58.133333,Unknown,Yes,Limited
1896,44370.0,Turkey,41.416667,41.4,Yes,Yes,Limited
1897,44500.0,Turkey,41.3,31.45,Yes,Yes,Limited
1898,44542.0,Turkey,41.0,27.983333,Yes,Yes,Unknown
1899,44640.0,Turkey,40.383333,28.883333,Yes,Yes,Unknown
1900,44650.0,Turkey,40.35,27.966667,Yes,No,Limited
1901,44670.0,Turkey,40.4,27.316667,Unknown,Unknown,Limited
1902,44950.0,Cyprus,34.666667,33.05,Yes,Yes,Limited
1903,45080.0,Israel,32.816667,35.0,Unknown,Unknown,Moderate
1904,45180.0,Egypt,31.35,27.233333,Unknown,Yes,Unknown
1905,45340.0,Libya,32.816667,12.5,Unknown,Unknown,Unknown
1906,45823.0,Senegal,14.166667,-16.166667,No,No,None
1907,46541.0,Angola,-6.316667,11.05,Unknown,Unknown,Unknown
1908,28390.0,Russia,59.916667,29.766667,Unknown,Unknown,Moderate
1909,18580.0,Canada,48.75,-123.616667,Yes,Yes,Limited
1910,18650.0,Canada,48.8,-123.283333,Unknown,Yes,Unknown
1911,18665.0,Canada,48.55,-123.516667,Unknown,Unknown,Unknown
1912,18792.0,Canada,49.683333,-126.116667,Yes,Yes,Limited
1913,18920.0,Canada,53.166667,-128.683333,Unknown,Yes,Limited
1914,19055.0,Canada,53.216667,-131.983333,Unknown,Unknown,Unknown
1915,19170.0,UnitedStates,55.6,-131.633333,Unknown,Unknown,Unknown
1916,19430.0,UnitedStates,57.683333,-136.116667,Unknown,Unknown,Unknown
1917,6330.0,Canada,44.783333,-63.15,Unknown,Unknown,Unknown
1918,6470.0,Canada,44.616667,-65.766667,Yes,Yes,Limited
1919,6545.0,Canada,45.2,-65.983333,Yes,Unknown,Unknown
1920,33500.0,UnitedKingdom,55.8,-4.866667,Unknown,Unknown,Unknown
1921,33515.0,UnitedKingdom,55.75,-4.883333,Yes,Yes,Limited
1922,33820.0,UnitedKingdom,55.133333,-6.666667,Yes,Yes,Limited
1923,34130.0,Ireland,52.616667,-9.116667,Yes,Yes,Limited
1924,34685.0,UnitedKingdom,53.316667,-3.266667,Unknown,Unknown,Limited
1925,43745.0,Ukraine,45.516667,32.7,Unknown,Unknown,Limited
1926,48400.0,Iraq,30.516667,47.833333,Unknown,Unknown,Unknown
1927,48404.0,Iraq,30.183333,47.9,Yes,Unknown,Unknown
1928,48430.0,Iran,30.333333,48.283333,Yes,Yes,Limited
1929,48440.0,Iran,30.166667,48.416667,Unknown,Unknown,Unknown
1930,48790.0,India,21.083333,72.633333,No,Unknown,Unknown
1931,49690.0,Burma,12.433333,98.6,Yes,Unknown,Unknown
1932,49790.0,Thailand,7.4,99.516667,Yes,Yes,Limited
1933,49970.0,Malaysia,2.2,102.25,Yes,Unknown,Limited
1934,50440.0,Indonesia,-3.783333,102.25,Unknown,Yes,None
1935,50652.0,Indonesia,5.233333,97.1,Unknown,Unknown,None
1936,50790.0,Indonesia,1.466667,102.1,Unknown,No,Unknown
1937,51440.0,Timor-Leste,-8.533333,125.583333,Yes,Unknown,Unknown
1938,44480.0,Turkey,41.983333,33.766667,Yes,Yes,None
1939,44605.0,Turkey,40.766667,29.533333,Yes,Yes,Unknown
1940,44751.0,Turkey,37.25,27.616667,Unknown,Yes,Unknown
1941,44770.0,Turkey,37.866667,27.25,Yes,Yes,Limited
1942,44805.0,Turkey,36.85,28.283333,Yes,Yes,None
1943,62970.0,Russia,68.983333,33.033333,Unknown,Unknown,Unknown
1944,7990.0,UnitedStates,40.433333,-74.066667,Unknown,Yes,Unknown
1945,585.0,Greenland,60.916667,-46.05,Unknown,Yes,Unknown
1946,2560.0,Canada,45.25,-74.2,Unknown,Unknown,Unknown
1947,2620.0,Canada,45.016667,-74.733333,Yes,Yes,Moderate
1948,2680.0,Canada,44.733333,-75.466667,Unknown,Unknown,Unknown
1949,2700.0,Canada,44.583333,-75.666667,Yes,Yes,Limited
1950,3020.0,Canada,43.433333,-79.666667,Yes,Yes,Limited
1951,21840.0,Norway,68.066667,13.7,Yes,Yes,Limited
1952,10110.0,Cuba,23.05,-81.55,Yes,No,Limited
1953,11170.0,PuertoRico,18.233333,-65.633333,Yes,Unknown,Unknown
1954,12037.0,Venezuela,10.766667,-71.533333,Yes,Yes,None
1955,12060.0,Venezuela,11.7,-70.216667,Unknown,No,Unknown
1956,45377.0,Tunisia,34.283333,11.383333,No,No,None
1957,45444.0,Tunisia,37.15,9.8,Yes,Yes,Major
1958,45650.0,Algeria,35.733333,-0.7,Yes,Yes,Major
1959,45790.0,Morocco,33.716667,-7.4,Yes,Yes,Limited
1960,45795.0,Morocco,33.25,-8.5,Unknown,Unknown,Limited
1961,45796.0,Morocco,33.116667,-8.616667,Yes,Yes,Limited
1962,46225.0,Nigeria,4.216667,8.333333,No,Unknown,None
1963,46262.0,Cameroon,3.983333,9.15,Yes,Yes,Unknown
1964,46285.0,Cameroon,4.25,8.55,No,Unknown,Moderate
1965,46287.0,Cameroon,2.8,9.816667,No,No,None
1966,46292.0,Cameroon,2.916667,9.8,No,No,Limited
1967,46459.0,Congo(Brazzaville),-4.25,10.816667,Unknown,Unknown,Unknown
1968,46472.0,Congo(Brazzaville),-4.933333,11.9,No,No,None
1969,46542.0,Angola,-6.35,11.15,Unknown,Unknown,Unknown
1970,46543.0,Angola,-6.316667,11.283333,Unknown,Unknown,Unknown
1971,46553.0,Angola,-6.45,12.4,No,Unknown,Unknown
1972,56320.0,UnitedStates,21.866667,-160.233333,Unknown,Unknown,EmergencyOnly
1973,56740.0,PapuaNewGuinea,-1.633333,149.966667,Unknown,Unknown,Unknown
1974,56760.0,PapuaNewGuinea,-2.583333,150.8,Yes,Yes,None
1975,57462.0,Thailand,13.083333,100.883333,Yes,Unknown,Limited
1976,46950.0,Mozambique,-12.333333,40.616667,Unknown,Unknown,EmergencyOnly
1977,47400.0,Madagascar,-15.716667,46.3,No,Yes,Limited
1978,47944.0,Sudan,19.4,37.316667,Unknown,Unknown,Unknown
1979,48050.0,Egypt,30.583333,32.283333,Unknown,Unknown,Unknown
1980,48055.0,Egypt,29.583333,32.366667,Yes,Yes,None
1981,48298.0,Qatar,26.583333,52.0,No,Unknown,None
1982,51630.0,Brunei,4.883333,114.883333,Unknown,Yes,Limited
1983,51690.0,Malaysia,5.983333,116.066667,Yes,Yes,Limited
1984,51710.0,Malaysia,6.883333,116.85,Yes,Unknown,Limited
1985,51730.0,Malaysia,5.016667,118.316667,Yes,Unknown,None
1986,51810.0,Indonesia,0.983333,117.966667,Unknown,Unknown,EmergencyOnly
1987,52220.0,Indonesia,-0.95,122.8,Unknown,Unknown,EmergencyOnly
1988,52680.0,Indonesia,-3.1,130.5,No,No,None
1989,53010.0,Indonesia,-0.866667,134.083333,Yes,No,Limited
1990,61378.0,Japan,35.666667,139.983333,Unknown,Unknown,Unknown
1991,61379.0,Japan,35.666667,139.95,Yes,Unknown,Limited
1992,61465.0,Japan,34.716667,137.3,Yes,Unknown,Limited
1993,53133.0,Indonesia,-2.533333,140.716667,Yes,Unknown,Limited
1994,53318.0,Australia,-14.95,145.35,No,Unknown,Unknown
1995,54690.0,Australia,-17.483333,140.833333,Yes,Unknown,EmergencyOnly
1996,55110.0,NewZealand,-38.666667,178.033333,Unknown,Yes,Limited
1997,55550.0,Fiji,-17.683333,178.833333,Unknown,Yes,Limited
1998,55556.0,Fiji,-16.35,179.366667,No,Unknown,Limited
1999,57775.0,China,20.833333,115.683333,No,Unknown,None
2000,57818.0,China,19.966667,110.033333,Yes,Yes,Limited
2001,57920.0,Taiwan,22.616667,120.25,Yes,Yes,Moderate
2002,58070.0,Philippines,13.95,122.233333,Unknown,Yes,EmergencyOnly
2003,61205.0,Japan,41.866667,140.116667,Unknown,Unknown,Unknown
2004,61232.0,Japan,43.233333,141.366667,No,No,None
2005,2380.0,Canada,45.633333,-74.6,Unknown,Unknown,Unknown
2006,61571.0,Japan,34.75,134.566667,Yes,Unknown,Limited
2007,61595.0,Japan,34.5,133.75,Yes,Unknown,Limited
2008,61650.0,Japan,34.35,132.466667,Yes,Yes,Limited
2009,61664.0,Japan,34.116667,132.9,No,No,None
2010,61675.0,Japan,34.0,131.866667,Yes,Yes,Limited
2011,61695.0,Japan,33.95,131.933333,Yes,Unknown,Limited
2012,61805.0,Japan,36.066667,136.2,Yes,Unknown,None
2013,61932.0,Japan,34.783333,134.7,Yes,Unknown,Limited
2014,61935.0,Japan,34.466667,135.35,Yes,Unknown,Limited
2015,61970.0,Japan,33.5,133.566667,Yes,Unknown,Limited
2016,62100.0,Japan,34.3,133.783333,Yes,Unknown,Limited
2017,62430.0,Japan,33.6,130.4,Yes,Yes,Limited
2018,2320.0,Canada,45.466667,-74.133333,Unknown,Unknown,Unknown
2019,62500.0,Japan,26.216667,127.683333,Yes,Unknown,Limited
2020,62630.0,Russia,55.2,165.983333,Unknown,Unknown,EmergencyOnly
2021,34770.0,UnitedKingdom,53.316667,-4.633333,Yes,Yes,Moderate
2022,35100.0,UnitedKingdom,51.133333,-3.0,Yes,Yes,Moderate
2023,35440.0,UnitedKingdom,50.716667,-2.766667,Yes,Yes,Limited
2024,35860.0,France,49.416667,0.216667,Yes,Yes,Moderate
2025,35980.0,Guernsey,49.733333,-2.2,Unknown,Unknown,EmergencyOnly
2026,36110.0,France,48.833333,-1.6,Yes,Unknown,Limited
2027,36960.0,France,46.5,-1.8,Yes,Unknown,Limited
2028,25360.0,Sweden,59.316667,18.383333,Yes,Unknown,Unknown
2029,25570.0,Sweden,60.683333,17.266667,Yes,Unknown,Limited
2030,25780.0,Sweden,61.733333,17.116667,Yes,Yes,Limited
2031,26430.0,Sweden,63.0,17.7,Unknown,Unknown,Unknown
2032,27090.0,Sweden,64.833333,21.033333,Yes,Unknown,Limited
2033,29220.0,Denmark,55.45,12.2,Yes,Yes,Limited
2034,29390.0,Denmark,55.966667,11.85,Unknown,Yes,Limited
2035,29630.0,Denmark,54.766667,11.866667,Yes,Yes,Limited
2036,29700.0,Denmark,54.833333,11.133333,Yes,Yes,Limited
2037,42490.0,Greece,39.166667,23.216667,Unknown,Unknown,Unknown
2038,30695.0,Germany,54.133333,8.866667,Unknown,Yes,Limited
2039,30960.0,Germany,53.233333,7.45,Yes,Yes,Limited
2040,31506.0,UnitedKingdom,51.883333,0.916667,Yes,Yes,Limited
2041,31665.0,UnitedKingdom,53.733333,-0.883333,Yes,Yes,Limited
2042,31740.0,UnitedKingdom,54.7,-1.183333,Yes,Yes,Limited
2043,56010.0,FrenchPolynesia,-9.816667,-139.033333,No,No,Unknown
2044,31880.0,UnitedKingdom,55.866667,-2.083333,Yes,Yes,EmergencyOnly
2045,32420.0,UnitedKingdom,59.233333,-2.6,Unknown,Unknown,EmergencyOnly
2046,32490.0,UnitedKingdom,58.833333,-3.2,Yes,Yes,Limited
2047,38690.0,Spain,39.883333,4.266667,Yes,Yes,Limited
2048,38960.0,France,43.55,7.016667,Yes,Yes,Limited
2049,43562.0,Romania,44.25,28.266667,Unknown,Unknown,None
2050,39180.0,Italy,40.925,9.528,Yes,Yes,Unknown
2051,40790.0,Italy,45.783333,13.55,Yes,Yes,Limited
2052,41415.0,BosniaandHerzegovina,42.916667,17.6,Unknown,Unknown,Unknown
2053,43260.0,Greece,36.95,26.983333,Unknown,Unknown,Limited
2054,43380.0,Turkey,40.4,26.666667,Unknown,Unknown,Limited
2055,43430.0,Turkey,41.05,29.033333,Yes,Unknown,Unknown
2056,43558.0,Romania,44.166667,28.433333,Unknown,Unknown,Unknown
2057,43565.0,Romania,44.266667,28.183333,No,No,None
2058,43568.0,Romania,44.35,28.666667,Yes,Yes,Moderate
2059,105.0,Iceland,64.266667,-22.0,Yes,Yes,Limited
2060,59080.0,Philippines,9.6,123.116667,Unknown,Unknown,EmergencyOnly
2061,59343.0,Philippines,9.0,125.416667,Yes,Unknown,Limited
2062,59710.0,Philippines,8.5,124.666667,Yes,No,Limited
2063,60120.0,China,29.566667,106.633333,Yes,Unknown,Limited
2064,60130.0,China,34.733333,119.45,Yes,Yes,Limited
2065,61564.0,Japan,34.766667,134.633333,Yes,Unknown,Limited
2066,61568.0,Japan,34.7,134.833333,Yes,Unknown,Limited
2067,61573.0,Japan,34.7,134.833333,Yes,Unknown,Unknown
2068,61605.0,Japan,34.433333,133.433333,Yes,Unknown,Limited
2069,61630.0,Japan,34.383333,133.166667,Yes,Unknown,Limited
2070,61655.0,Japan,34.183333,132.433333,Yes,Yes,Unknown
2071,61822.0,Japan,36.616667,136.6,Yes,Unknown,Limited
2072,61850.0,Japan,36.766667,137.133333,Yes,Unknown,Limited
2073,61865.0,Japan,37.183333,138.25,Yes,Yes,Limited
2074,62030.0,Japan,33.85,132.7,Yes,Unknown,Limited
2075,62060.0,Japan,34.033333,132.833333,Yes,Unknown,None
2076,62070.0,Japan,34.066667,133.016667,Yes,Unknown,Limited
2077,62079.0,Japan,34.0,131.183333,Yes,Unknown,Limited
2078,62160.0,Japan,33.25,131.666667,Yes,Yes,Limited
2079,62250.0,Japan,32.2,130.383333,Yes,Unknown,Limited
2080,62290.0,Japan,33.0,130.416667,Yes,Unknown,Limited
2081,62420.0,Japan,33.483333,129.966667,Yes,Unknown,Limited
2082,62510.0,Japan,24.8,125.283333,Unknown,Unknown,EmergencyOnly
2083,15600.0,ElSalvador,13.333333,-87.833333,Yes,Yes,Limited
2084,16400.0,UnitedStates,38.05,-122.266667,Yes,Yes,Unknown
2085,48264.0,UnitedArabEmirates,25.983333,56.05,Yes,Yes,Moderate
2086,48278.0,UnitedArabEmirates,24.5,54.333333,Yes,Yes,Moderate
2087,46800.0,SouthAfrica,-34.17472222,22.14611111,Yes,Yes,Limited
2088,48270.0,UnitedArabEmirates,25.416667,55.433333,Yes,Yes,Moderate
2089,19785.0,UnitedStates,59.6014,-151.4111,Yes,Unknown,Unknown
2090,2200.0,Canada,46.4,-72.383333,Unknown,Unknown,Unknown
2091,14150.0,Chile,-53.883333,-70.15,Unknown,Unknown,Unknown
2092,18850.0,Canada,50.633333,-127.016667,Unknown,Yes,Limited
2093,19140.0,UnitedStates,55.4,-131.733333,No,No,Unknown
2094,18840.0,Canada,50.716667,-127.483333,Yes,Yes,Unknown
2095,18670.0,Canada,48.433333,-123.383333,Yes,Yes,Moderate
2096,13790.0,Argentina,-38.583333,-58.7,Yes,Yes,Limited
2097,16385.0,UnitedStates,37.85,-122.483333,Yes,Yes,Moderate
2098,19030.0,Canada,53.683333,-132.183333,Unknown,Unknown,Unknown
2099,2980.0,Canada,43.866667,-78.816667,Yes,Yes,Limited
2100,18942.0,Canada,54.216667,-130.283333,Unknown,Yes,Unknown
2101,18235.0,Canada,49.516667,-123.483333,Unknown,Unknown,Unknown
2102,12275.0,Venezuela,10.633333,-62.1,Unknown,Unknown,Unknown
2103,3250.0,Canada,42.883333,-79.25,Yes,Yes,Moderate
2104,3700.0,Canada,42.983333,-82.416667,Yes,Yes,Major
2105,2150.0,Canada,47.833333,-69.516667,Yes,Yes,Limited
2106,13570.0,Argentina,-31.716667,-60.533333,Yes,Yes,Limited
2107,13560.0,Argentina,-31.65,-60.7,Yes,Yes,Moderate
2108,12600.0,Brazil,-2.783333,-42.283333,Yes,Yes,EmergencyOnly
2109,610.0,Greenland,62.0,-49.666667,Yes,Yes,Limited
2110,15000.0,Peru,-10.1,-78.166667,Unknown,Unknown,Unknown
2111,15995.0,Mexico,32.366667,-117.1,No,No,None
2112,16980.0,UnitedStates,45.6,-121.183333,Yes,Yes,Unknown
2113,13660.0,Argentina,-33.483333,-60.016667,No,No,None
2114,13980.0,Argentina,-54.816667,-68.3,Yes,Yes,Limited
2115,3270.0,Canada,42.783333,-80.2,Yes,Yes,Limited
2116,19320.0,UnitedStates,56.733333,-134.35,Unknown,Unknown,Unknown
2117,12740.0,Brazil,-8.4,-34.966667,Yes,Yes,None
2118,3092.0,Canada,43.083333,-79.716667,Yes,Yes,Limited
2119,14270.0,Chile,-41.483333,-72.966667,Yes,Yes,Limited
2120,13970.0,Argentina,-53.783333,-67.683333,Yes,Yes,Limited
2121,3650.0,Canada,42.616667,-82.516667,No,No,None
2122,12960.0,Brazil,-23.8,-45.4,Yes,Yes,Limited
2123,2030.0,Canada,48.45,-68.516667,Yes,Yes,Limited
2124,13080.0,Brazil,-30.033333,-51.233333,Yes,Yes,Limited
2125,3390.0,Canada,42.316667,-83.033333,Yes,Yes,Limited
2126,9220.0,UnitedStates,29.716667,-95.216667,Yes,Yes,Unknown
2127,3890.0,Canada,44.566667,-80.45,Unknown,Unknown,Unknown
2128,12415.0,Suriname,5.616667,-55.1,Yes,Unknown,Limited
2129,19050.0,Canada,53.25,-132.083333,Unknown,Unknown,Unknown
2130,8667.0,UnitedStates,27.633333,-82.566667,Unknown,Unknown,Limited
2131,19920.0,UnitedStates,57.733333,-153.316667,Yes,Yes,Unknown
2132,18730.0,Canada,49.233333,-124.816667,Yes,Yes,Moderate
2133,13000.0,Brazil,-26.25,-48.633333,Yes,Unknown,Moderate
2134,18660.0,Canada,48.65,-123.383333,Unknown,Yes,Major
2135,12970.0,Brazil,-23.95,-46.3,Yes,Yes,Major
2136,3530.0,UnitedStates,41.45,-82.716667,Unknown,Yes,Limited
2137,16590.0,UnitedStates,38.583333,-121.5,Yes,Yes,Moderate
2138,14190.0,Chile,-51.716667,-72.566667,Unknown,Unknown,Unknown
2139,13170.0,Uruguay,-32.316667,-58.066667,No,No,Limited
2140,8670.0,UnitedStates,27.916667,-82.45,Yes,Yes,Major
2141,18805.0,Canada,49.916667,-126.666667,No,Yes,Limited
2142,8320.0,UnitedStates,37.533333,-77.416667,Yes,Yes,Limited
2143,4350.0,UnitedStates,43.0,-82.433333,Yes,Yes,Limited
2144,13965.0,Argentina,-53.166667,-68.5,Yes,Unknown,Unknown
2145,13830.0,Argentina,-38.8,-62.283333,Unknown,Unknown,Unknown
2146,13640.0,Argentina,-33.233333,-60.333333,No,No,Limited
2147,13840.0,Argentina,-38.783333,-62.3,Yes,Unknown,Limited
2148,18330.0,Canada,49.83416667,-124.5319444,Yes,Yes,Limited
2149,17900.0,UnitedStates,48.45,-122.9,Unknown,Yes,Unknown
2150,3000.0,Canada,43.616667,-79.383333,Yes,Yes,Moderate
2151,13960.0,Argentina,-51.616667,-68.966667,Yes,Yes,Limited
2152,18760.0,Canada,48.95,-125.55,Yes,Yes,Limited
2153,8610.0,UnitedStates,26.766667,-80.05,Yes,Yes,Limited
2154,13630.0,Argentina,-32.95,-60.633333,Yes,Yes,Moderate
2155,13650.0,Argentina,-33.333333,-60.233333,Yes,Yes,Limited
2156,13690.0,Argentina,-33.75,-59.183333,Yes,No,None
2157,9280.0,UnitedStates,28.45,-96.4,Yes,Yes,Limited
2158,12850.0,Brazil,-20.316667,-40.333333,Yes,Unknown,Limited
2159,17410.0,UnitedStates,47.65,-122.7,No,No,Unknown
2160,14640.0,Chile,-26.35,-70.65,Yes,Yes,Limited
2161,16560.0,UnitedStates,38.233333,-121.516667,Yes,Yes,Unknown
2162,14220.0,Chile,-42.483333,-73.766667,Yes,Unknown,Unknown
2163,3710.0,Canada,43.0,-82.416667,Yes,Yes,Unknown
2164,2210.0,Canada,46.35,-72.55,Yes,Yes,Limited
2165,2710.0,Canada,44.383333,-75.933333,Yes,Yes,Unknown
2166,13820.0,Argentina,-38.8,-62.266667,Yes,Yes,Moderate
2167,13600.0,Argentina,-32.716667,-60.733333,Yes,Yes,Limited
2168,12491.0,Brazil,-1.55,-48.75,Yes,Unknown,Limited
2169,8630.0,UnitedStates,26.1,-80.116667,Yes,Yes,Moderate
2170,3070.0,Canada,43.233333,-79.216667,Unknown,Yes,Major
2171,1955.0,Canada,50.2,-66.383333,Yes,Yes,Limited
2172,16120.0,UnitedStates,34.15,-119.2,Yes,Yes,Limited
2173,18160.0,Canada,49.283333,-122.883333,Yes,Yes,Major
2174,14075.0,Chile,-54.933333,-67.6,Unknown,Unknown,Limited
2175,14650.0,Chile,-25.4,-70.483333,No,Unknown,Limited
2176,13981.0,Argentina,-33.3,-60.333333,Unknown,Unknown,Limited
2177,15030.0,Peru,-9.083333,-78.616667,Yes,Yes,Limited
2178,3660.0,Canada,42.716667,-82.483333,No,No,None
2179,3590.0,UnitedStates,42.2,-83.15,Unknown,Unknown,Unknown
2180,3010.0,Canada,43.55,-79.583333,Yes,Yes,Limited
2181,13700.0,Argentina,-34.083333,-59.033333,No,No,Limited
2182,8830.0,UnitedStates,29.483333,-89.683333,Yes,Yes,Limited
2183,12855.0,Brazil,-20.283333,-40.25,Yes,Yes,Limited
2184,3090.0,Canada,43.0,-79.25,Yes,Yes,Limited
2185,13940.0,Argentina,-49.316667,-67.7,No,No,Limited
2186,11770.0,TrinidadandTobago,10.2,-61.7,Yes,Unknown,None
2187,260.0,Iceland,66.15,-18.916667,Yes,Yes,Moderate
2188,8530.0,UnitedStates,32.083333,-81.083333,Yes,Yes,Major
2189,15110.0,Peru,-6.833333,-79.933333,No,No,None
2190,2180.0,Canada,46.816667,-71.216667,Yes,Yes,Major
2191,12980.0,Brazil,-25.5,-48.516667,Yes,Yes,Moderate
2192,18340.0,Canada,49.866667,-124.533333,Yes,Yes,Limited
2193,2220.0,Canada,46.05,-73.116667,Yes,Yes,Major
2194,14130.0,Chile,-53.633333,-70.916667,Unknown,Unknown,Unknown
2195,8460.0,UnitedStates,34.216667,-77.816667,Unknown,Yes,Limited
2196,13610.0,Argentina,-32.75,-60.733333,Yes,Yes,Limited
2197,14080.0,Chile,-52.466667,-69.55,Unknown,Unknown,Unknown
2198,8440.0,UnitedStates,34.683333,-77.133333,Unknown,Yes,Limited
2199,9510.0,Mexico,21.283333,-89.666667,Yes,Unknown,Moderate
2200,13860.0,Argentina,-40.566667,-62.233333,Unknown,Unknown,Unknown
2201,18960.0,Canada,54.566667,-130.433333,Unknown,Yes,Unknown
2202,18872.0,Canada,50.583333,-127.083333,No,Yes,Unknown
2203,29910.0,Denmark,55.5,9.733333,Yes,Yes,Limited
2204,30160.0,Denmark,55.483333,9.5,Yes,Yes,Limited
